client_id,supplier_id,supplier_is_active,supplier_name,geolocation_eq_phone,geolocation_eq_phoneCountryCode,geolocation_eq_address,geolocation_eq_city,geolocation_eq_postal,geolocation_eq_country,geolocation_eq_province,geolocation_eq_phoneExtension,geolocation_eq_latitude,geolocation_eq_longitude
chezRioux,Nq0umD4AeParPgHWCgUZ,True,Chasse-Marée,(418)-318-6743,,"127, René-Lepage Est (route 132)",Rimouski,G5L 1P1,Canada,Québec,,,
chezRioux,NqCo5laoiFcZ52TVpHLH,True,Canabec,(418)-843-0782,,"115, Rue des Grands Lacs",Saint-Augustin-de-Desmaures,G3A 2T9,Canada,Québec,,,
chezRioux,O2NQCyYK0c39Nst3j979,True,Artisan 360,(866)-504-1595,,"360, rang St-Louis",Québec,G0X 3J0,Canada,N.D. Du Mont Carmel,,,
chezRioux,OBOzBln3x979FhatnaeE,True,Plaisirs Gourmets,(418)-876-3814,,280 Des Érables local 602,Neuville,G0A 2R0,Canada,Québec,,,
chezRioux,OESiN6gaLuOoVkbIzS1g,True,Maison Rondeau,(418)-692-0144,,"82, Saint-Paul",Québec,G1K 3V9,Canada,Québec,,,
chezRioux,OOXgUV2Q6i5vhaOnJ6PB,True,Cueilleur,(418)-663-8925,,"714, av Royal",Québec,G1E 1Z3,Canada,Québec,Josée Laflame,,
chezRioux,OUJJY6yBEpDa0Q5vgG6l,True,Transport DFR,(418)-998-6949,,754 rue de l'Église,St-Nérée,,Canada,Québec,,,
chezRioux,OtYN9Nb3zBCOyKTUitvu,True,Palmex inc.,(450)-460-2107,,1661 rue Marcoux,Marieville,J3M 1E8,Canada,Québec,,,
chezRioux,OyYMzFMzQMbVrwdtIegY,True,Germain Hôtels,(418)-687-1123,,1200 rue Soeurs du bon pasteur,Québec,G1S 0B1,Canada,Québec,,,
chezRioux,PLtXlYrYeZfyWNI04QvM,True,Moules Carleton-sur-Mer,(418)-391-2727,,84 RTE Saint -Onge,Carleton-sur-Mer,G0C 1J0,Canada,Québec,,,
chezRioux,PUjr7RaWo4HdwvrcZYRM,True,normand Pinette,418-333-9098,CA,,,,,,,,
chezRioux,PmIkZwjs8fSarAZw5zjn,True,Préambule Communication,(418)-656-2358,,3786-1055 av du Séminaire,Québec,G1V 0A6,Canada,Québec,,,
chezRioux,QNA0hFmpE0AVY9jtxUWI,True,Société des promotion des alcools et de la gastronomie,(418)-682-8822,,3425 boul. Wilfrid Hamel 102,Québec,G1P 2J3,Canada,Québec,,,
chezRioux,QOZdD2MrY24cnxZGtKDF,True,Les importations Aroma,(418)-264-9105,,"91, rue du Boisé",Saint-Nicolas,G7A 2R2,Canada,Québec,,,
chezRioux,QPWKe9pvKJLzYKgwHAOa,True,La QV,(514)-504-5082,,6881 Saint-Dominique,Montréal,H2S 3B3,Canada,Québec,,,
chezRioux,QVYfl2obXiG1OuB7zhMb,True,Harrington,819-808-1646,CA,732 Chem. de la Rivière Rouge,Harrington,J8G 2S7,Canada,Québec,,,
chezRioux,QeqKRRyHm8dqsdmWfags,True,Grand Théatre de Québec,(418)-643-5281,,269 Boul René Lévesque Est,Québec,G1R 2B3,Canada,Québec,,,
chezRioux,QgwvuqvYKBxYH4rJOG94,True,Recyclage Industriel,(514)-560-6688,,"124, Saint-Anne Ouest",Yamachiche,G0X 3L0,Québec,Québec,,,
chezRioux,RBWCmNqrjDiXDdQIlGJl,True,Solutech,(418)-265-4056,,,,,,,,,
chezRioux,RCT4sGwo0ZKPBTH5vPcj,True,LifeWorks,(514)-848-9899,,1100 blv. René Lévesque O,Montréal,H3B 4N4,Canada,Québec,,,
chezRioux,RMv4D7rtvIiG5BuQe1l3,True,Vinealis,(514)-895-8835,,635 rue Victoria,Longueil,J4H 2K2,Canada,Québec,,,
chezRioux,RNKCDe0fNdFxtMqz7aOX,False,Fruits et Légumes du Marché,,,,,,,,,,
chezRioux,Rbk29o0ACJP0AMhiKBtd,True,Les fraîcheurs de la Vallée,(418)-756-3959,,"2, Petit Rang 2",Causapscal,G0J 1J0,Canada,Québec,,,
chezRioux,Rn3v4LWucdZaVbGdbtnb,True,Maison d'affinage Maurice Dufour,(418)-435-5692,,1339 Mgr-de -Laval,Baie-St-Paul,G1K 2X6,Canada,Québec,,,
chezRioux,RnRonNkZdTsIqZGFKqtt,True,L'Écailler,(438)-401-5938,,150 rue Berlioz app 321,Verdun,H3E 1K3,Canada,Québec,,,
chezRioux,RuDAIzydqWJdPjAYcRqk,True,Distribution du Grand Loup,(418)-580-3686,,C.P. 47100,Québec,G1S 4X1,Canada,Québec,,,
chezRioux,S2m0HicVPN4g910dlxev,True,Microbrasserie Robin,450-912-1745,CA,6547 Rue Foster,Waterloo,J0E 2N0,Canada,Québec,,,
chezRioux,S3CdX9oWP088yeamYBUB,True,Agence Vitriol,(514)-346-5456,,"256, 9e rue",Québec,G1L 2N2,Canada,Québec,,,
chezRioux,SBl9e9v3VbfSiQzw2W2N,True,Openfield,(418)-654-6197,,5262 boul Wilfrid Hamel,Québec,G2E 2G9,Canada,Québec,,,
chezRioux,ST1uwCeQMlh7FPTsCJFq,True,La Forge à Pique-Assault,(418)-828-9300,,7330 chemin Royal,Saint-Laurent-Ile-d'Orléans,G0A 3Z0,Canada,Québec,,,
chezRioux,SVTqGb8JLTraVblt0Wfw,True,Au Verger du Clocher,(450)-827-1147,,"4160, rue Lussier",St-Antoine Abbé,J0S 1N0,Canada,Québec,Manuel Boucher,,
chezRioux,SaXvx0AizNf5E0K0I2Di,True,Frakass Productions,(581)-997-5277,,41607-6800 boul Newman,Lasalle,H8N 0G4,Canada,Québec,,,
chezRioux,T5EimYH78euiQ29kvhM2,True,Rapido Équipement,(418)-684-9000,,"100-735, Avenue Pruneau",Québec,G1M 2J9,Canada,Québec,,,
chezRioux,TKiuKMdyyiZfCSS4XK5b,True,Centre de Services Scolaires de la Capitale,(418)-686-4040,,"1900, rue Côté",Québec,G1N 3Y5,Canada,QC,,,
chezRioux,TQxGPiwsHHLA0DgIAA9j,True,ADT alarme (Telus),(418)-478-2302,, 6700 Pierre-Bertrand Blvd #100,Québec,G2J 0B4,Canada,Québec,,,
chezRioux,TWgRYVNTNZ1ESGwNUfnf,True,Vignoble et Domaine Beauchemin,(819)-979-0809,,380 G.rin-Lajoie,Yamachiche,G0X 3J0,Canada,Québec,,,
chezRioux,TameuLzYSWhXSyKtFjhd,False,Produit Maison,,,,,,,,,,
chezRioux,Tf5HoLP2Gn9wikeT4VrL,True,Atelier du Chef,(418)-682-5643,,"850, blv. Pierre Bertrand # 110",Québec,G1M 3K8,Canada,Québec,,,
chezRioux,Tr3ebWnrzurzPZ3AAboj,True,Citron hygiène,(418)-621-5885,,"650, boul. Père-Lelièvre",Québec,G1M 3T2,Canada,Québec,,,
chezRioux,Tz6S8AGyEUrjPLADJcKg,True,Bobbie Messagerie,(418)-849-9009,,"33, rue de Champéry",Québec,G2M 0B1,Canada,Québec,,,
chezRioux,U0s2E4Xiyb6qC1Qyut6Z,True,Denis Poulin Électrique,(418)-843-3700,,"1462, Adam",Québec,G3K 1A1,Canada,Québec,,,
chezRioux,UViekJqvGGpQfgj8gG9y,True,Ferme Tournevent,(418)-344-1727,,"352, rang St-Isidore",Hebertville,G8N 1L7,Canada,Québec,,,
chezRioux,UeRNZf0p9FHnx54VTu5j,True,Viandex,(418) 681-2482,,195 Rue Joly #,Québec,G1L 1N7,Canada,Québec,1,46.8314642,-71.2504577
chezRioux,UgOVZdNClJ1LW4vFOwGu,True,Ferme Phylum,(418)-831-3167,,2322 Route Marie-Victorin,St-Nicolas,G7A 4H7,Canada,Québec,,,
chezRioux,UkKnM5MHxS185I9Y2MFR,True,Panache Tonic,(514)-688-0538,,"6240, Rue Viau",Montréal,H1T 2Y6,Canada,Québec,,,
chezRioux,V0edYRT7y5ZV2jEa9dO4,True,Les Fromages de l'isle d'Orléans,(418)-829-0177,,2950 chemin Royal,Sainte-Famille,G0A 3P0,Canada,Québec,,,
chezRioux,V2R083z6bFaHc2NNgB0M,True,Boucherie Rhéaume,(418)-849-7660,,"511, rue Lepire",Québec,G3G 1S8,Canada,Québec,,,
chezRioux,VB7LfV59mZosBfR51N6Q,True,Vignoble Camy,(514)-500-3765,,"188, Montréal Henrysburg",St-Bernard-de-Lacolle,J0J 1V0,Canada,Québec,,,
chezRioux,VRY87SW8ykB9crmFhNox,True,Fournitures de bureau Denis,(418)-682-3113,,"2990, Boul. Le Corbusier",Laval,H7L 3M2,Canada,Québec,,,
chezRioux,Vc149vEk35nbiURK0vIx,True,Miel Apis Fauteux,418-998-4139,CA,,,,,,,,
chezRioux,Vnwy8DRllxBu8nhfy1Tp,True,La cle de sol,,,598 B Ch de la Rivière Sud,Saint-Francois de la Rivière,G0R 3A0,Canada,Québec,,,
chezRioux,VoEO98nPgV0V71XsB6Oi,True,Gestion Superlogic,,,576 rue St-Jean,Québec,G1R 1P6,Canada,Québec,,,
chezRioux,W2ak86niSbpM90eQQIFl,True,Ward et associés,,,"4841 avenue Papineau, app. 9",Montréal,H2H 1V7,Canada,Québec,,,
chezRioux,W5hSQxM0lSBs7t5EjDkE,True,Ferme maricole du Grand Large,(418)-364-7846,,"583, Boul. Perron",Carleton-sur-mer,G0C 1J0,Canada,Québec,,,
chezRioux,WEpV8f7kj4fmpoJNkFUI,True,Rucher des basses terres,(418)-887-3337,,"665, rue St-Joseph",Lévis,G6V 1J5,Canada,Québec,,,
chezRioux,Wav04S4StapxdwvygsSd,True,Le Goût du Plaisir,(418)-914-8998,,905 rue de Nemours,Québec,G1H 6Z5,Canada,Québec,,,
chezRioux,WbvczpiEA3vfJ7SpQom9,True,Hall & Marciniak,(514)-963-0224,,131 rue Hillcrest,Cowansville,J2K 2E9,Canada,Québec,,,
chezRioux,Wkz8o9RvWpHB5fCsHkoD,True,Bar Pression,(418)-845-4210,,"6410, rue des Sommeliers",Québec,G3E 1A9,Canada,Québec,,,
chezRioux,Wn0XTgNOjLhgHMXR2hix,True,La Ferme d'Achille,(888)-878-4699,,1316 Rang Saint-Achille,Saint-Ubalde,G0A 4L0,Canada,Québec,,,
chezRioux,WtCCRcYTD1SZRUMYNNlN,True,Ferme maricole du Grand Large,(418)-364-7846,,"583, boulevard Perron",Carleton-sur-Mer,G0C 1J0,Canada,Québec,,,
chezRioux,XBjdBbF9Zsqn7luREGeC,True,Les Coupe-Feu du Québec,(418)-624-7070,,"592, rue Roussin",Québec,G3G 2C9,Canada,Québec,,,
chezRioux,XRpFSFj2Ve2w6fz3RmCB,True,Menuiserie Delisle,(418)-524-5317,,1090 18 e rue,Québec,G1J 1Y9,Canada,Québec,,,
chezRioux,XUNmAnsnFxAr25MkJGPK,True,Faux Bergers,(418)-435-8415,,"1341, blv Monseigneur de Laval",Baie Saint-Paul,G3Z 2X6,Canada,Québec,,,
chezRioux,XcPgAjJ8DQ8HxC6VT2g0,True,Hector Larivée,(514)-521-8331,,1755 rue Bercy,Montréal,H2K 2T9,Canada,Québec,,,
chezRioux,XrVASsfUYuK2iOjlda5L,True,Les Entreprises Rénouveau,(450)-531-6090,,5124 Route 222,Valcourt,J0E 2L0,Canada,Québec,,,
chezRioux,XzKzAD6uPnLz7JLKBFqn,True,GFS Service alimentaire Gordon,(418) 840-5600,,8000 Rue Armand-Viau #100,Québec,G2C 2E2,Canada,Québec,1,46.82404259999999,-71.34843339999999
chezRioux,Y2NOAHcXvZUwEoxETh9h,True,La Bleuetière Bellevue,(418)-889-8162,,"983, rue Bellevue",Saint-Lambert-de-Lauzon,G0S 2W0,Canada,Québec,,,
chezRioux,YDrjTdblNXw1Ve2TxlaE,True,À la canne blanche,(450)-525-4106,,14 rue Robert,Stukely-Sud,J0E 2J0,Canada,Québec,Maryse Sauvé,,
chezRioux,YJ76uAVaOXf982NIqB3D,True,Bilodeau Gendron Groupe Conseil,(418)-265-2111,,"425, rue des Muses",Lévis,G7A 1H5,Canada,Québec,,,
chezRioux,YQlmNEoll5YvVExWT3Bn,True,Québec Linge - Service d'uniforme,(418)-683-4408,,"1230, des Artisants",Québec,G1N 4H3,Canada,Québec,,,
chezRioux,YmVmcn9pWmapJG2CYbW9,True,Julie Vachon Chocolats,(418)-286-6698,,243 chemin du Roy,Deschambeault-Grondines,G0A 1S0,Canada,Québec,,,
chezRioux,YvY3n7mTd99El3bQ6IrH,True,Le Groupe Resto-Achats,(418)-780-3776,,8500 Henri-Bourassa # 281,Québec,G1G 5X1,Canada,Québec,,,
chezRioux,YzCxVyzox40kKYsHAkwP,True,La Ferme des Monts,(418)-439-2706,,"128, Ruisseau des Frênes",La Malbaie,G5A 2C8,Canada,Québec,,,
chezRioux,ZFdQ0TizrtrQuFTMZj5K,True,Papiers Québec,(418)-660-0068,,436 ave des Cordillères,Québec,G1K 3V7,Canada,Québec,,,
chezRioux,ZGYyblpyYT6jp4noJYZr,True,La Barberie,(418)-522-4373,,310 rue St-Roch,Québec,G1K 6S2,Canada,Québec,,,
chezRioux,ZLbMDkAS8Rwzqh3NYMWW,True,Les Pervenches,450-293-8311,CA,150 Chem. Boulais,Farnham,J2N 2P9,Canada,Québec,,,
chezRioux,ZXggr8JvBfjeiGkL5a7X,True,Concept LV,(418)-934-9782,,"120, rue Godbout",Québec,G1L 1T9,Canada,Québec,,,
chezRioux,a6yYSFpOETNEhxjCZey1,True,Légumier Marcoux,(418)-520-5767,,"2525, route Marie-Victorin",Lévis,G7A 4H6,Canada,Québec,,,
chezRioux,a8sYvgEkXl1m1Hd2rihB,True,Escaliers de Beauce,(418)-387-5235,,415 rue des Pins,Saint-Elzéar,G0S 2J0,Canada,Québec,,,
chezRioux,aAB3iwsp2TYhsvrG411z,True,Sélection réZin,(514)-937-5770,,257 rue Dante,Montréal,H2S 1K3,Canada,Québec,,,
chezRioux,aOA4GKpELS1LnSjqJALU,True,Noctem Artisans Brasseurs,(418)-704-2428,,"1095 Vincent MAssey,suite #8",Canada,G1N 1N2,Canada,Québec,,,
chezRioux,aQGnEJMvi3gZluIbUqF4,True,Olimega - Signé Caméline,(450)-301-0122,,"519, rang des Sloan",St-Edouard,J0L 1Y0,Canada,Québec,,,
chezRioux,aRjKzr2b3Uc4otWVwTiw,True,Ferme Apicole Desrochers D.,(819)-587-3471,,"113, rang 2 Gravel",Ferme Neuve,J0W 1C0,Canada,Québec,,,
chezRioux,aSkbMc5iBYny6Ee7Zcyd,True,Les décuveurs,(514)-884-8747,,6377 rue Saint André unité 12,Montréal,H2S 2K6,Canada,Québec,,,
chezRioux,aVUpOtfKlbkqfAFYYMlM,True,Fumoir Monsieur Émile,(418)-782-1412,,9110-5601 rue l'Irlande,Percé,G0C 2L0,Canada,Québec,,,
chezRioux,afJnONclEk5Q4KHXspie,True,Vidéo Max Maltais,(418)-255-7749,,1053 boutet,Québec,G2E 1W4,Canada,Québec,,,
chezRioux,aqEz7ZtdpIaoIqSwvPms,True,Association Restauration du Québec,(800)-463-4237,,6880 Louis-H-La Fontaine,Québec,H1M 2T2,Canada,Québec,,,
chezRioux,b2F2fD3hIKEnrVaM0pBz,True,Fromagerie du Littoral,418-772-1314,CA,,,,,,,,
chezRioux,bDSXxAsxbQWGdvFoJVr5,True,Vinum Design,(418)-650-1919,,"165-355, rue du Marais",Québec,G1M 3N8,Canada,Québec,,,
chezRioux,bVPG2yLzM3v4zDjgZ1u3,True,Raisonnance - L'esprit du vin,(418)-717-8265,,197 b rue de la Gare,Saint-Sauveur,J0R 1R3,Canada,Québec,,,
chezRioux,bWqdiCCF4qKtzWfwUGBm,True,Hydro Québec,(877)-956-5696,,CP 270 Succ Youville,Montréal,H2P 2V4,Canada,Québec,,,
chezRioux,boy8HCgcuFs5qKDpPDIZ,True,Distribution Alimentaires Chaperon Rouge,(,,"151, rue Chevrière",Québec,G1K 1G6,CA,QC,,,
chezRioux,bxqSHwPk34fr8I9zWNzF,True,La Grande du Forgeron,(418)-313-1728,,875 rte 108 ouest,Saint-Ephrem,G0M 1R0,Canada,Québec,,,
chezRioux,c12iyKMFVU5MV2paXDZu,True,Qualifirst Foods,(800)-206-1177,,89 CArling view Drive,Etobicoke,M9W 5E4,Canada,Ontario,,,
chezRioux,cAJHIZWwMMRA043pUhrx,True,Brasserie Alpha,418-681-2241,CA,1510-A Rue Semple,Québec,G1N 4B4,Canada,Qc,,,
chezRioux,cC7FY9wJ2D4exHISUYos,True,H.E. Distribution et Service,(905)-542-1118,,3874 Tacc Drive,Missauga,L5M 6N5,Canada,Ontario,,,
chezRioux,cM5ZbJmYHNibBLpqur8B,True,Le Coin Créatif,(418)-580-5468,,"405, Saint-Vallier ouest",Québec,G1K 1K7,Canada,Québec,,,
chezRioux,caHM1weZ3WgxaClMtAXp,True,Janie Taillon,,,965 Rte 137 N rr2,Sainte-Cécile-de-Milton,J0E 2C0,Canada,Québec,,,
chezRioux,cs3MIrIxqnYJFA0kw6v7,True,Les Vins Dame-Jeanne,,,6742 Saint-Denis,Montréal,H2S 2S2,Canada,Québec,,,
chezRioux,cysl9FqmiKkfB6esgAya,True,Les Ateliers de la Pente Douce,(418)-688-2856,,"550, Marie de l'incarnation",Québec,G1N 3H4,Canada,Québec,,,
chezRioux,dFzHWubmpuhtxrCNwGzs,True,Vignoble du Domaine St-Jacques,(450)-346-1620,,"615, boul Edward VII",St-Jacques-le-Mineur,J0J 1Z0,Canada,Québec,,,
chezRioux,dftwv0XkoogWD2vDekiq,True,Brasserie rurale 11 comptés,(873)-825-7075,,"225, rue Pope",Québec,J0B 1M0,Canada,Cookshire-Eaton,,,
chezRioux,djPnjpYzpFP8esxLjfrj,True,Fromagerie du Presbytère,(819)-358-6555,,222 Rue principale,Sainte-Élizabeth de Warwick,J0A 1M0,Canada,Québec,,,
chezRioux,dkeXTEWvhU27eu1qfXOo,True,Fantome Café,(438)-889-4287,,989 Avenue Nordique,Québec,G1C 0C7,Canada,Québec,Louis Philippe Brouillette,,
chezRioux,dxeHZGYVij8hdomaY7Ok,True,Légumes d'ici,(418)-951-5505,,315 ch St-Grégoire,St-Étienne de Lauzon,G6J 1E8,Canada,Québec,,,
chezRioux,dykipuZ30VVgPPsWAycG,True,Colabor,(514)-593-9999,,"4900, Molson",Montréal,H1Y 3J8,Canada,Québec,,,
chezRioux,e3juCKFI3LM1qi3xipFG,True,Gestcode,,,160 rue Saint-Paul,,G1K 3W1,,,,,
chezRioux,e6LqwUAC7i87jC5JpcH9,True,Gestion D.G.,(418)-327-9978,,64 Route Philomèene-Thibodeau,St-Alban,G0A 3B0,Canada,Québec,,,
chezRioux,eGxpSb4rQXGGhL8cAAVf,True,Ferme CMJI Robert,(450)-469-3090,,1105 La Petite Caroline,Rougemont,J0L 1M0,Canada,Québec,,,
chezRioux,eKKhmipXicT9rHFb2F1u,True,Apis Lacris,(418)-998-4139,, ,,,Canada,QC,Myriam Fauteux,,
chezRioux,eP0Gb255xtPR9tjgMq9i,True,Spiritueux Analug,(418)-809-8289,,"485, rue des Commissaires",Québec,G1K 2P3,Canada,Québec,Valerie Bisonnette,,
chezRioux,eVm1wyvzIoXueg0CsKRR,True,Moules Tracadigash,(418)-364-3824,,"97, rue Madelaine-Girouard",Carleton-sur-Mer,G0C 1J0,Canada,Québec,,,
chezRioux,eXvMfXQhJcFxyGPe5gXg,True,Alex Coulombe Ltee (Pepsi),(418)-687-2700,,"2300, rue Cyrille-Duquet",Québec,G1N 2G5,Canada,Québec,Catherine Allard,,
chezRioux,ehyMSYCBOOLxN1bxjYFh,True,Microbrasserie de l'Ile d'Orléans,(418)-203-0588,,2471 Chemin Royal,"Ste-Famill, I,.O.",G0A 3P0,Canada,Québec,,,
chezRioux,eqzET1m7LbnFBusZMl4R,True,Groupe Noel,(418)-663-0879,,1700 Leon -Harmel,Québec,G1K 3W1,Canada,Québec,,,
chezRioux,erHmVe6oKVZt4YHceCr9,True,Christian Doyonarre (Champignons),418-914-4702,CA,,,,,,,,
chezRioux,evXbNYK4Y8iNzMYaxAWx,True,Symbiose Vins,(418)-559-3403,,202-247 Rue St-Valliers EST,Québec,G1K 3P4,Canada,Québec,,,
chezRioux,eybRjVNfaA3ZB2eRcEFo,True,À la fût,(418)-365-4370,,"670, rue Notre-Dame",Sainte-Tite,G0X 3H0,Canada,Québec,,,
chezRioux,f4mqOFz8JPY7vdVi1BRw,True,Nordico Construction Rénovation,(418)-930-8212,,90 rue Jennings,Sainte brigitte de Laval,G0A 3K0,Canada,Québec,,,
chezRioux,f8SkU2w7WB1sXmAQB7pU,True,Nomade chef à domicile,(418)-717-9127,,"4502Q, rue des Bosquets",Saint-Augustin-de-Desmaures,G3A 1C2,Canada,Québec,,,
chezRioux,fLm1q7M5r14e5qMxdEAM,True,Ferme Picard,(418)-829-3963,,"914, Rte D'Argentenay",St-Francois L'Ile D'Orléans,G0A 3S0,Canada,Québec,,,
chezRioux,fStMAgV81zffVndsNsdj,True,Le Trou du Diable,(819)-556-6666,,1250 Av de la station,Shawinigan,G9N 8K9,Canada,Québec,,,
chezRioux,fuGXieYlIDYXHM8Nsej4,True,Claude Roy - Avocats,(581)-981-1750,,"1750, avenue de la Vitré",Québec,G1J 1Z6,Canada,Québec,,,
chezRioux,gD0iZKZyfLtJy2ZlWFDf,True,Unidsounds,(418)-261-6969,,"729, Côte d'Abraham, #100",Québec,G1R 1A2,Canada,Québec,,,
chezRioux,gRngMmmTnSlLqk05NEqY,True,Ferme S.B et filles (Serge Bernard),(418)-223-3056,,200 6e rang,Ste-Luce de Beauregard,,Canada,Québec,,,
chezRioux,gkumZdvuaYfWlNlw1J68,True,Berfoot Forager,(514)-943-0286,,144 de la rivière,Roxton Falls,J0H 1E0,CA,QC,Gary Nochols,,
chezRioux,gw4M8mGI4adaQTnRN9wc,True,Fromagerie La Chaudière,(819)-583-4664,,3226 Laval,Lac Mégantic,G6B 1A4,Canada,Québec,,,
chezRioux,h0lNA4LDSjkRwCqa3nC5,True,Camelia Sinensis,418-525-0247,CA,624 Rue Saint-Joseph E,Québec,G1K 3B9 ·,Canada,Québec,,,
chezRioux,h5lyGIgn6InHCRMXE7Zk,True,AZ Serrurier,(418)-622-4720,,"4461, 1 ère ave.",Québec,G1H 2S6,Canada,Québec,,,
chezRioux,h6AZsNOFw6ewFikdP5dX,True,Cidrerie et Verger Pedneault,(418)-438-2365,,"3384, chemin des Coudriers",Ile aux Coudres,G0A 3J0,Canada,Québec,,,
chezRioux,h7WOXFwJABLX7qP2bLiR,True,Les serres Roch Hébert,(418)-829-3423,,"2727, chemin Royal",Sainte-Famille,G0A 3P0,Canada,Québec,,,
chezRioux,hFPepzazInOecwAeBxDo,True,Agence Salto,(418)-694-1090,,207-815 boul. Lebourgneuf,Québec,G2J 0C1,Canada,Québec,,,
chezRioux,hJ1o32UqiM8yEjswEtxc,True,Le Vin dans les Voiles,(514)-374-7070,,CP4001 BP Montréal D,Montréal,H3C 0J7,Canada,Québec,,,
chezRioux,hLLL85nXRSFAa2d0naHQ,True,Le Doc d'la Brou,(581)-994-4418,,"1104, rue de la Lavande",Québec,G2N 0A9,Canada,Québec,,,
chezRioux,ha1c8WGz1azognOTA1M5,True,Bleu Sauvage,(418)-692-2517,,"210 rue de l'Incarnation, CP 54",Québec,G1N 3G4,Canada,Québec,,,
chezRioux,hsmpxgsqxR2wPXQNwhkd,True,Dieu du Ciel,450-436-3438,CA,259 rue de Villemure, Saint-Jérôme,J7Z 5J4,Canada,Québec,,,
chezRioux,i3bQIqXLYynJkxlFjIDe,True,Sculpture Michel Lepire,,,1670 boul Talbot,Québec,G2N 0C5,Canada,Québec,,,
chezRioux,iC23eylsnfS6RgaV8ygE,True,Microbrasserie Emporium,418-204-0514,CA,"5350 Boul. Henri-Bourassa, Québec, QC G1H 6Y9",Québec,G1H 6Y9,Canada,Québec,,,
chezRioux,iJTrgnvpne6PvYdvyRwM,True,Ferme Laval -Gagnons,418-454-0481,CA,ile orlean ,,,,,,,
chezRioux,iauUOBlZmdn72rUUxBe7,True,Le Clavier futé,(514)-973-9260,,1851 rue Sherbrooke E Bur 806,Montréal,H2K 4L5,Canada,Québec,,,
chezRioux,ibEc0k5rTrTq4MuzcVkc,True,Fromagerie du Littoral,(418)-772-1314,,"194, Route 132",Baie-des-Sables,G0J 1C0,Canada,Québec,,,
chezRioux,ihlLUmGBBT5VI3jPAAph,True,Extincteurs de Beauce,(418)-397-4059,,"959, avenue du Palais",St-Joseph de Beauce,G0S 2V0,Canada,Québec,,,
chezRioux,iitXTAQ9XI27EwH9Sshe,True,Union Libre cidre & vin,(450)-295-2223,,"1047, Chemin Bruce",Dunham,J0E 1M0,Canada,Québec,,,
chezRioux,j125fUTaabNQc0vcPiY7,True,Les Jardins de la mer,(141)-871-4007,,90 route 132 est,Saint-Germain de Kamouraska,G0L 3G0,Canada,Québec,,,
chezRioux,jACNezFPZhFaP4nXfNnT,True,Groupe BOD - Saniplus,(418)-871-4683,,"1600, rue Pincelier",Québec,G2E 6B7,Canada,Québec,,,
chezRioux,jDkU7kaEEIFZe94ULL3A,True,Fermes marines,(450)-641-0776,,"186, de Normandie #106",Boucherville,J4B 7J1,CA,QC,,,
chezRioux,jJ8pENaOPz8nUtsa4iau,True,Pisciculture Charlevoix,(418)-635-1168,,76 Ch Saint Marc,Les Éboulements,G0A 2M0,Canada,Québec,,,
chezRioux,jP30Cs8CBqqEfZTUeXSQ,True,Distribution BDesbois,(418)-692-2517,,"1626, Ch. Saint-Louis",Québec,G1S 1G7,Canada,Québec,,,
chezRioux,jTmTJQiYkdBz4jqa3tsM,True,Les Brasseurs GMT inc. (RJ),(514)-274-4941,,"5585, rue de la Roché",Montréal,H2J 3K3,CA,QC,,,
chezRioux,jWbvugHuHzw6MgS61Vij,True,Camerise de l'Iles (Noel Asselin),(418)-828-9608,,,,,,,,,
chezRioux,jgSddIYm1TxlG7sZ9W9e,True,Calice inc.,(438)-886-4425,,"227, rue Marie Victorin",Verchères,J0L 2R0,CA,QC,,,
chezRioux,kNv7ROp7YkIF1KYa3S2b,True,Agence d'Assurances Montcalm,(418)-687-4214,,"840, Av. du Cardinal-Bégin",Québec,G1S 4R1,Canada,Québec,,,
chezRioux,kp0rnkLlfh5RVBuh6pAQ,True,Impact Alarme,(418)-670-6253,,2825 Boul. Masson,Québec,G1P 1J7,Canada,Québec,,,
chezRioux,kryrHpZNhpX1yL8DGWiQ,True,D'un Point à l'autre,(418)-681-8181,,"1295, rue de la Jonquière",Québec,G1N 3X2,Canada,Québec,Nathalie Bélanger,,
chezRioux,l0C27x9BBbagNxuyhGju,True,Ocean de saveurs,581-887-2465,CA,1770 boul de forillon,gaspe,g4x 6l2,canada,quebec,,,
chezRioux,l5V8FwgVcZznFdS3rAjQ,True,Octane,(581)-681-0581,,160-200 rue Saint-Paul Québec,Québec,G1K 3W1,Canada,Québec,,,
chezRioux,lIDPR5koBssqXGm9NTuS,True,Ferme Bourdages Tradition,(418)-534-2700,,"255, avenue du Viaduc ",Saint-Siméon-de-Bonaventure,G0C 3A0,Canada,Québec,,,
chezRioux,lMpFnPeBEiHJIf8n8qcF,True,La Souche Limoilou,(418)-742-1144,,801 ch de la canardièere,Limoilou,G1J 2B8,Canada,Québec,,,
chezRioux,laJZzfDGxst1qMnkxOHM,True,Vignoble Isle de Bacchus,418-828-9562,CA,1335 Chem. Royal,Saint-Pierre (Ile d'Orléan),G0A 4E0,Canada,Québec,,,
chezRioux,lbVQhUD2IK2MnNaOwsY8,True,Allard Fruits et Légumes Inc.,(418)-522-2323,,"199, 2e avenue",Québec,G1L 3A5,Canada,Québec,,,
chezRioux,lgC65pLLT7GLoqDFFEx3,True,Boucherie Turlo,(418)-887-3144,,"168, 1er Rang oues",St-Gervais,G3R 3C0,Canada,Québec,,,
